"","Sample.name","Sex","Biosample.ID","Population.code","Population.name","Superpopulation.code","Superpopulation.name","Population.elastic.ID","Data.collections"
"219","HG01414","female","SAME1839703","PUR","Puerto Rican","AMR","American Ancestry","PUR","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"276","HG01432","female","SAME1839256","CLM","Colombian","AMR","American Ancestry","CLM","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"278","HG01437","male","SAME124966","CLM","Colombian","AMR","American Ancestry","CLM","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"223","HG01438","female","SAME124971","CLM","Colombian","AMR","American Ancestry","CLM","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"225","HG01440","male","SAME123237","CLM","Colombian","AMR","American Ancestry","CLM","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"2103","HG01441","female","SAME123236","CLM","Colombian","AMR","American Ancestry","CLM","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"280","HG01444","female","SAME1839026","CLM","Colombian","AMR","American Ancestry","CLM","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"282","HG01456","female","SAME123427","CLM","Colombian","AMR","American Ancestry","CLM","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"233","HG01464","male","SAME122883","CLM","Colombian","AMR","American Ancestry","CLM","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"2111","HG01465","female","SAME122882","CLM","Colombian","AMR","American Ancestry","CLM","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"318","HG01468","female","SAME1840382","CLM","Colombian","AMR","American Ancestry","CLM","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"2180","HG01474","female","SAME1840189","CLM","Colombian","AMR","American Ancestry","CLM","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"2184","HG01479","male","SAME1840251","CLM","Colombian","AMR","American Ancestry","CLM","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"2192","HG01486","female","SAME1840048","CLM","Colombian","AMR","American Ancestry","CLM","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"267","HG01488","male","SAME123973","CLM","Colombian","AMR","American Ancestry","CLM","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"2151","HG01489","female","SAME123972","CLM","Colombian","AMR","American Ancestry","CLM","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"2155","HG01491","male","SAME124140","CLM","Colombian","AMR","American Ancestry","CLM","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"324","HG01494","male","SAME124135","CLM","Colombian","AMR","American Ancestry","CLM","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"271","HG01495","female","SAME124136","CLM","Colombian","AMR","American Ancestry","CLM","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"2200","HG01498","female","SAME124142","CLM","Colombian","AMR","American Ancestry","CLM","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"2204","HG01501","female","SAME124942","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"235","HG01503","male","SAME124944","IBS","Iberian,Spanish","EUR","European Ancestry,West Eurasia (SGDP)","IBS,SpanishSGDP","1000 Genomes on GRCh38,Simons Genome Diversity Project,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"2163","HG01504","female","SAME124945","IBS","Iberian,Spanish","EUR","European Ancestry,West Eurasia (SGDP)","IBS,SpanishSGDP","1000 Genomes on GRCh38,Simons Genome Diversity Project,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"2271","HG01506","male","SAME124947","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"288","HG01507","female","SAME124948","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"2183","HG01509","male","SAME124940","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"239","HG01510","female","SAME124771","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"2274","HG01513","female","SAME124768","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"241","HG01515","male","SAME124774","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"2191","HG01516","female","SAME124773","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"2277","HG01518","male","SAME124766","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"292","HG01519","female","SAME124765","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"294","HG01521","male","SAME125324","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"243","HG01522","female","SAME125321","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"245","HG01527","male","SAME125326","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"2199","HG01528","female","SAME125329","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"2203","HG01530","male","SAME125137","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"255","HG01565","male","SAME124566","PEL","Peruvian","AMR","American Ancestry","PEL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"2231","HG01566","female","SAME124564","PEL","Peruvian","AMR","American Ancestry","PEL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"268","HG01571","male","SAME124346","PEL","Peruvian","AMR","American Ancestry","PEL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"257","HG01572","female","SAME124705","PEL","Peruvian","AMR","American Ancestry","PEL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"259","HG01577","male","SAME124349","PEL","Peruvian","AMR","American Ancestry","PEL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"2239","HG01578","female","SAME124351","PEL","Peruvian","AMR","American Ancestry","PEL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"270","HG01583","male","SAME1839895","PJL","Punjabi","SAS","South Asian Ancestry","PJL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"261","HG01589","male","SAME1839859","PJL","Punjabi","SAS","South Asian Ancestry","PJL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"328","HG01595","female","SAME123569","KHV","Kinh Vietnamese","EAS","East Asian Ancestry","KHV","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"247","HG01596","male","SAME125227","KHV","Kinh Vietnamese","EAS","East Asian Ancestry","KHV","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,Human Genome Structural Variation Consortium, Phase 2,1000 Genomes phase 3 release"
"2167","HG01597","female","SAME125226","KHV","Kinh Vietnamese","EAS","East Asian Ancestry","KHV","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"2262","HG01599","female","SAME125238","KHV","Kinh Vietnamese","EAS","East Asian Ancestry","KHV","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"2171","HG01600","female","SAME123456","KHV","Kinh,Kinh Vietnamese","EAS","East Asia (SGDP),East Asian Ancestry","KinhSGDP,KHV","1000 Genomes on GRCh38,Simons Genome Diversity Project,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"2265","HG01602","female","SAME123454","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"330","HG01603","male","SAME123453","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"2175","HG01605","female","SAME123459","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"2268","HG01607","female","SAME123457","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"332","HG01608","male","SAME123462","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"334","HG01610","male","SAME123623","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"2179","HG01612","female","SAME123625","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"336","HG01615","male","SAME123628","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"2207","HG01617","male","SAME123630","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"2212","HG01619","male","SAME123632","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"275","HG01623","female","SAME123845","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"2211","HG01624","male","SAME123840","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"2220","HG01626","female","SAME123842","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"277","HG01628","female","SAME123837","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"279","HG01630","male","SAME124034","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"2219","HG01631","male","SAME124035","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"2228","HG01669","male","SAME123110","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"342","HG01672","male","SAME123288","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"281","HG01673","female","SAME123289","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"283","HG01678","male","SAME123292","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"2243","HG01679","female","SAME123293","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"285","HG01680","male","SAME124656","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"346","HG01684","female","SAME124660","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"287","HG01685","female","SAME124659","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"2251","HG01686","male","SAME124658","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"289","HG01697","female","SAME1839223","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"291","HG01700","male","SAME123261","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"298","HG01704","female","SAME123265","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"299","HG01705","male","SAME123266","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"300","HG01709","male","SAME123229","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"304","HG01747","male","SAME125181","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"306","HG01761","male","SAME124810","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"305","HG01762","female","SAME124811","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"308","HG01766","female","SAME1839673","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"359","HG01767","male","SAME1839671","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"2261","HG01768","female","SAME1839665","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"2264","HG01770","female","SAME124638","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"412","HG01773","female","SAME124635","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"2267","HG01775","male","SAME124633","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"363","HG01779","female","SAME124629","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"365","HG01781","male","SAME124921","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"418","HG01785","male","SAME1839313","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"367","HG01786","female","SAME1839312","IBS","Iberian","EUR","European Ancestry","IBS","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"434","HG01797","female","SAME124219","CDX","Dai Chinese","EAS","East Asian Ancestry","CDX","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"385","HG01798","female","SAME124228","CDX","Dai Chinese","EAS","East Asian Ancestry","CDX","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"436","HG01800","female","SAME124306","CDX","Dai Chinese","EAS","East Asian Ancestry","CDX","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"387","HG01801","female","SAME124305","CDX","Dai Chinese","EAS","East Asian Ancestry","CDX","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"438","HG01805","female","SAME124301","CDX","Dai Chinese","EAS","East Asian Ancestry","CDX","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"389","HG01806","female","SAME124304","CDX","Dai Chinese","EAS","East Asian Ancestry","CDX","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"440","HG01812","female","SAME124517","CDX","Dai Chinese","EAS","East Asian Ancestry","CDX","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"391","HG01813","female","SAME124518","CDX","Dai Chinese","EAS","East Asian Ancestry","CDX","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
